article_id,author_id,category_id,status,title,slug,published_at,views_count,created_at,updated_at,current_rev
213,57,8,published,Deep Learning Learning Guide #213,article-213,2023-06-20 00:00:00,247,2023-05-05 00:00:00,2023-07-14 00:00:00,276
214,26,6,draft,Deep Survey Analysis Analysis #214,article-214,,209,2023-02-07 00:00:00,2023-04-13 00:00:00,278
215,29,9,published,Study Update Learning Study #215,article-215,2023-07-10 00:00:00,184,2023-05-21 00:00:00,2023-07-21 00:00:00,280
216,51,6,published,Trends Learning Survey Trends #216,article-216,2023-03-30 00:00:00,193,2023-03-25 00:00:00,2023-03-31 00:00:00,281
217,3,3,published,How-To Review Learning Insights #217,article-217,2023-04-12 00:00:00,205,2023-03-26 00:00:00,2023-04-22 00:00:00,282
218,60,10,published,Trends Survey Insights Survey #218,article-218,2023-07-23 00:00:00,184,2023-05-20 00:00:00,2023-08-18 00:00:00,283
219,33,9,published,Survey Review Deep Analysis #219,article-219,2023-06-19 00:00:00,183,2023-06-05 00:00:00,2023-07-02 00:00:00,284
220,38,5,published,Update Update Deep Review #220,article-220,2023-09-15 00:00:00,216,2023-06-24 00:00:00,2023-10-10 00:00:00,285
221,50,10,published,Update Survey Learning Survey #221,article-221,2023-06-21 00:00:00,193,2023-04-03 00:00:00,2023-07-15 00:00:00,287
222,54,7,draft,Update Deep Study Learning #222,article-222,,204,2023-05-26 00:00:00,2023-06-11 00:00:00,288
223,21,7,draft,Update Trends How-To Study #223,article-223,,209,2023-03-05 00:00:00,2023-04-03 00:00:00,289
224,9,9,published,Analysis Update Review Analysis #224,article-224,2023-04-18 00:00:00,177,2023-03-27 00:00:00,2023-05-02 00:00:00,290
225,59,9,published,Analysis How-To Update Update #225,article-225,2023-04-03 00:00:00,220,2023-01-05 00:00:00,2023-04-11 00:00:00,292
226,40,8,draft,Guide Survey Guide Study #226,article-226,,193,2023-02-21 00:00:00,2023-04-24 00:00:00,295
227,19,4,published,Review Review Survey Study #227,article-227,2024-03-13 00:00:00,189,2024-02-07 00:00:00,2024-03-22 00:00:00,296
228,8,10,published,Trends Study Insights Study #228,article-228,2023-04-23 00:00:00,190,2023-04-05 00:00:00,2023-05-02 00:00:00,297
229,3,5,archived,Deep Study Update How-To #229,article-229,,210,2023-09-23 00:00:00,2023-10-26 00:00:00,298
230,53,9,published,Survey Guide Learning How-To #230,article-230,2023-06-14 00:00:00,209,2023-05-15 00:00:00,2023-06-21 00:00:00,299
231,4,9,published,Guide Learning Analysis Review #231,article-231,2023-08-14 00:00:00,209,2023-05-19 00:00:00,2023-09-07 00:00:00,301
232,9,1,archived,Study Learning Update Insights #232,article-232,,197,2023-03-14 00:00:00,2023-05-28 00:00:00,303
233,42,4,published,Analysis Analysis Deep How-To #233,article-233,2023-05-30 00:00:00,181,2023-03-08 00:00:00,2023-06-17 00:00:00,304
234,15,9,published,Insights Deep Study Trends #234,article-234,2023-05-11 00:00:00,188,2023-04-19 00:00:00,2023-06-09 00:00:00,305
235,59,1,archived,Trends Review Study Study #235,article-235,,192,2023-02-15 00:00:00,2023-04-21 00:00:00,308
236,3,1,published,Survey Study Analysis Trends #236,article-236,2023-07-13 00:00:00,196,2023-04-22 00:00:00,2023-07-30 00:00:00,309
237,34,8,published,Learning Review Analysis How-To #237,article-237,2023-04-05 00:00:00,189,2023-02-22 00:00:00,2023-04-10 00:00:00,310
238,47,8,published,Update Deep Analysis Analysis #238,article-238,2023-03-04 00:00:00,185,2022-12-08 00:00:00,2023-03-28 00:00:00,312
239,13,3,published,Update Trends Trends Analysis #239,article-239,2023-06-18 00:00:00,213,2023-04-28 00:00:00,2023-07-09 00:00:00,313
240,7,3,archived,Review Study Deep Trends #240,article-240,,175,2023-01-24 00:00:00,2023-04-15 00:00:00,315
241,18,6,published,Update Deep Update Update #241,article-241,2023-12-21 00:00:00,212,2023-12-14 00:00:00,2024-01-11 00:00:00,316
242,8,8,published,Trends Review Insights Update #242,article-242,2024-01-17 00:00:00,210,2023-12-09 00:00:00,2024-02-08 00:00:00,317
243,8,5,published,Guide Study Review Review #243,article-243,2023-11-14 00:00:00,207,2023-08-29 00:00:00,2023-11-25 00:00:00,318
244,27,9,archived,How-To How-To Insights How-To #244,article-244,,207,2023-01-22 00:00:00,2023-05-13 00:00:00,319
245,39,2,published,Review Analysis Study Learning #245,article-245,2023-03-03 00:00:00,222,2022-12-23 00:00:00,2023-03-31 00:00:00,320
246,33,4,published,Learning Analysis Review Learning #246,article-246,2023-12-02 00:00:00,199,2023-11-06 00:00:00,2023-12-24 00:00:00,322
247,38,8,draft,Review How-To Trends Review #247,article-247,,189,2023-03-02 00:00:00,2023-05-17 00:00:00,323
248,4,9,published,How-To Update Trends How-To #248,article-248,2024-02-20 00:00:00,221,2024-01-24 00:00:00,2024-03-09 00:00:00,325
249,5,1,published,Update Review Deep Insights #249,article-249,2024-02-10 00:00:00,183,2023-12-12 00:00:00,2024-02-11 00:00:00,330
250,19,7,draft,Learning Update How-To Study #250,article-250,,191,2023-08-02 00:00:00,2023-10-16 00:00:00,331
251,25,8,published,Insights Trends Update Update #251,article-251,2023-04-07 00:00:00,185,2023-01-28 00:00:00,2023-04-11 00:00:00,332
252,42,6,draft,Study Trends Learning Study #252,article-252,,203,2023-04-21 00:00:00,2023-05-15 00:00:00,333
253,2,5,published,Update Trends Trends Guide #253,article-253,2023-09-16 00:00:00,201,2023-07-20 00:00:00,2023-09-27 00:00:00,334
254,10,5,draft,Insights How-To Deep Update #254,article-254,,185,2023-01-22 00:00:00,2023-05-04 00:00:00,335
255,60,1,published,Deep Survey Trends Update #255,article-255,2023-03-21 00:00:00,206,2023-03-15 00:00:00,2023-03-28 00:00:00,336
256,48,1,published,Guide Guide Insights Deep #256,article-256,2023-05-25 00:00:00,207,2023-03-22 00:00:00,2023-06-03 00:00:00,337
257,15,10,published,Survey Update Analysis Analysis #257,article-257,2023-12-14 00:00:00,204,2023-11-26 00:00:00,2024-01-04 00:00:00,339
258,34,4,published,Analysis Survey Survey How-To #258,article-258,2023-07-04 00:00:00,208,2023-06-12 00:00:00,2023-07-24 00:00:00,340
259,44,7,published,Deep Analysis Update Trends #259,article-259,2023-05-29 00:00:00,219,2023-03-23 00:00:00,2023-06-08 00:00:00,342
260,45,7,published,Analysis Guide Review Guide #260,article-260,2023-03-12 00:00:00,194,2023-02-12 00:00:00,2023-03-21 00:00:00,343
261,55,3,published,Study Survey Study Survey #261,article-261,2023-06-09 00:00:00,188,2023-05-23 00:00:00,2023-06-21 00:00:00,344
262,16,5,published,Update Study Insights Learning #262,article-262,2024-06-25 00:00:00,218,2024-06-01 00:00:00,2024-06-26 00:00:00,346
263,18,7,published,Survey Insights Guide How-To #263,article-263,2023-03-17 00:00:00,206,2022-12-22 00:00:00,2023-04-03 00:00:00,348
264,14,8,published,Insights Analysis Insights Guide #264,article-264,2023-05-17 00:00:00,204,2023-04-23 00:00:00,2023-06-16 00:00:00,349
265,48,2,published,How-To Study Update Update #265,article-265,2023-10-07 00:00:00,192,2023-08-18 00:00:00,2023-11-05 00:00:00,350
266,16,9,published,Analysis Review Update Analysis #266,article-266,2023-07-20 00:00:00,202,2023-06-04 00:00:00,2023-08-05 00:00:00,351
267,57,8,published,How-To Update How-To Analysis #267,article-267,2023-07-04 00:00:00,191,2023-06-08 00:00:00,2023-07-15 00:00:00,352
268,21,7,draft,Insights How-To Deep Survey #268,article-268,,189,2023-04-23 00:00:00,2023-07-24 00:00:00,353
269,47,7,published,Guide Guide Survey Guide #269,article-269,2023-04-17 00:00:00,225,2023-02-06 00:00:00,2023-05-07 00:00:00,354
270,44,6,published,Insights Study Update Review #270,article-270,2023-04-07 00:00:00,192,2023-03-17 00:00:00,2023-04-30 00:00:00,355
271,51,6,draft,Update Review Study Review #271,article-271,,187,2023-06-01 00:00:00,2023-09-21 00:00:00,356
272,4,9,draft,Insights Study Update How-To #272,article-272,,212,2023-07-01 00:00:00,2023-08-26 00:00:00,357
273,54,4,draft,Learning Guide Review Deep #273,article-273,,173,2023-07-09 00:00:00,2023-10-19 00:00:00,358
274,60,10,archived,Update Deep Review Trends #274,article-274,,190,2023-11-10 00:00:00,2023-11-28 00:00:00,360
275,47,5,published,Analysis Review Update Trends #275,article-275,2023-05-15 00:00:00,206,2023-04-23 00:00:00,2023-05-18 00:00:00,362
276,59,2,published,Guide Survey Guide Analysis #276,article-276,2023-05-13 00:00:00,218,2023-03-24 00:00:00,2023-05-15 00:00:00,363
277,24,7,published,Guide Update Analysis Insights #277,article-277,2023-08-16 00:00:00,198,2023-08-06 00:00:00,2023-09-05 00:00:00,365
278,55,1,draft,Trends Survey Deep Deep #278,article-278,,207,2023-05-29 00:00:00,2023-06-21 00:00:00,367
279,32,7,published,Analysis Study Study Insights #279,article-279,2023-07-06 00:00:00,200,2023-07-01 00:00:00,2023-07-13 00:00:00,368
280,14,10,published,Deep Deep Study Insights #280,article-280,2023-08-14 00:00:00,221,2023-06-03 00:00:00,2023-09-04 00:00:00,369
281,3,3,archived,Analysis Study Survey How-To #281,article-281,,214,2023-08-29 00:00:00,2023-11-16 00:00:00,370
282,5,5,draft,Guide Insights Trends Insights #282,article-282,,212,2023-03-03 00:00:00,2023-04-26 00:00:00,371
283,49,3,published,Update Deep How-To Analysis #283,article-283,2023-04-20 00:00:00,212,2023-04-08 00:00:00,2023-05-03 00:00:00,373
284,15,2,published,How-To Study Trends How-To #284,article-284,2023-03-12 00:00:00,200,2023-03-09 00:00:00,2023-04-01 00:00:00,374
285,18,8,published,Analysis Study Trends Update #285,article-285,2023-05-31 00:00:00,201,2023-03-08 00:00:00,2023-06-12 00:00:00,376
286,6,10,published,Guide Deep Guide Trends #286,article-286,2023-03-05 00:00:00,211,2022-12-14 00:00:00,2023-03-09 00:00:00,377
287,48,7,published,Learning Deep Analysis Analysis #287,article-287,2023-05-06 00:00:00,200,2023-04-02 00:00:00,2023-05-09 00:00:00,379
288,9,2,draft,Trends Survey Trends Deep #288,article-288,,206,2023-04-07 00:00:00,2023-06-08 00:00:00,382
289,6,10,published,Analysis Trends Analysis Trends #289,article-289,2023-04-06 00:00:00,193,2023-03-27 00:00:00,2023-04-29 00:00:00,383
290,58,9,archived,Study Survey Learning Trends #290,article-290,,185,2023-05-17 00:00:00,2023-06-11 00:00:00,384
291,20,5,published,Deep Trends Trends Review #291,article-291,2023-03-05 00:00:00,206,2023-02-24 00:00:00,2023-03-16 00:00:00,385
292,17,4,published,Review Survey Review Learning #292,article-292,2023-03-05 00:00:00,202,2023-03-05 00:00:00,2023-04-04 00:00:00,386
293,26,6,published,Trends Insights Trends Trends #293,article-293,2023-08-29 00:00:00,195,2023-06-07 00:00:00,2023-09-17 00:00:00,388
294,9,5,published,Study Guide Analysis Study #294,article-294,2023-04-17 00:00:00,208,2023-03-08 00:00:00,2023-04-26 00:00:00,389
295,48,8,archived,How-To Analysis Analysis How-To #295,article-295,,239,2023-01-29 00:00:00,2023-03-19 00:00:00,390
296,60,10,draft,Study Learning How-To Deep #296,article-296,,205,2023-03-20 00:00:00,2023-06-17 00:00:00,392
297,46,4,published,Analysis Update Insights How-To #297,article-297,2023-08-02 00:00:00,188,2023-06-11 00:00:00,2023-08-23 00:00:00,393
298,32,3,published,Guide Update Update How-To #298,article-298,2023-03-27 00:00:00,195,2023-03-18 00:00:00,2023-04-10 00:00:00,394
299,39,8,published,Review Study Insights Trends #299,article-299,2023-06-11 00:00:00,200,2023-06-07 00:00:00,2023-07-06 00:00:00,395
300,24,9,published,Study Learning Guide Update #300,article-300,2023-03-11 00:00:00,208,2023-02-18 00:00:00,2023-03-31 00:00:00,397
301,40,1,published,Update Update Study Analysis #301,article-301,2023-03-07 00:00:00,170,2023-01-11 00:00:00,2023-03-10 00:00:00,398
302,1,2,published,Review Review Survey Survey #302,article-302,2023-05-20 00:00:00,206,2023-03-24 00:00:00,2023-05-31 00:00:00,399
303,26,8,published,Survey Review Analysis Deep #303,article-303,2023-05-22 00:00:00,210,2023-05-09 00:00:00,2023-05-31 00:00:00,401
304,27,2,draft,Study Learning Analysis Review #304,article-304,,221,2023-05-20 00:00:00,2023-07-01 00:00:00,402
305,31,6,published,Trends Update Analysis Analysis #305,article-305,2023-07-15 00:00:00,201,2023-04-16 00:00:00,2023-07-18 00:00:00,403
306,2,6,published,Update Learning Study Guide #306,article-306,2024-03-24 00:00:00,216,2024-03-02 00:00:00,2024-04-10 00:00:00,404
307,11,6,published,Study Guide Trends Guide #307,article-307,2023-05-16 00:00:00,181,2023-02-24 00:00:00,2023-06-06 00:00:00,405
308,28,7,draft,Survey Guide Survey Trends #308,article-308,,203,2023-01-11 00:00:00,2023-04-17 00:00:00,406
309,14,5,published,How-To Deep Learning Insights #309,article-309,2023-08-14 00:00:00,203,2023-07-22 00:00:00,2023-08-25 00:00:00,407
310,21,4,published,Guide Insights Review Update #310,article-310,2023-04-03 00:00:00,190,2023-01-17 00:00:00,2023-04-15 00:00:00,408
311,40,7,published,Analysis Insights Survey How-To #311,article-311,2023-05-01 00:00:00,209,2023-01-31 00:00:00,2023-05-26 00:00:00,409
312,20,10,published,Update Analysis Guide Learning #312,article-312,2023-03-10 00:00:00,199,2023-01-22 00:00:00,2023-04-01 00:00:00,410
313,10,9,published,Survey Survey Trends Review #313,article-313,2023-03-04 00:00:00,189,2022-12-26 00:00:00,2023-03-26 00:00:00,411
314,59,3,published,Review Learning Analysis Trends #314,article-314,2024-02-08 00:00:00,170,2024-02-02 00:00:00,2024-03-06 00:00:00,412
315,23,1,published,Guide Trends Survey Update #315,article-315,2023-09-06 00:00:00,200,2023-07-16 00:00:00,2023-09-27 00:00:00,413
316,32,7,published,Trends Learning Survey How-To #316,article-316,2023-07-04 00:00:00,228,2023-06-06 00:00:00,2023-07-13 00:00:00,414
317,3,5,published,Analysis How-To Survey How-To #317,article-317,2023-04-25 00:00:00,198,2023-02-21 00:00:00,2023-05-12 00:00:00,415
318,33,2,published,Guide Review Study Review #318,article-318,2023-03-21 00:00:00,214,2023-03-16 00:00:00,2023-04-14 00:00:00,416
319,47,8,published,Study Learning Insights How-To #319,article-319,2023-03-19 00:00:00,202,2023-02-09 00:00:00,2023-04-15 00:00:00,417
320,3,8,published,Insights Deep Insights Learning #320,article-320,2023-04-01 00:00:00,236,2023-03-02 00:00:00,2023-04-07 00:00:00,418
321,52,10,published,Insights Survey Trends Survey #321,article-321,2023-05-24 00:00:00,206,2023-04-28 00:00:00,2023-06-19 00:00:00,422
322,14,1,published,Review Survey Learning Study #322,article-322,2023-07-10 00:00:00,197,2023-06-03 00:00:00,2023-07-19 00:00:00,423
323,37,5,archived,Review Insights How-To Learning #323,article-323,,180,2023-05-01 00:00:00,2023-07-21 00:00:00,424
324,4,5,published,Learning Insights Guide Update #324,article-324,2023-04-05 00:00:00,199,2023-03-05 00:00:00,2023-04-29 00:00:00,425
325,54,7,published,Survey Guide Trends Trends #325,article-325,2024-01-19 00:00:00,180,2023-10-30 00:00:00,2024-02-13 00:00:00,426
326,57,2,published,How-To Update Insights Review #326,article-326,2023-07-19 00:00:00,222,2023-05-18 00:00:00,2023-07-29 00:00:00,427
327,38,1,published,Insights Learning Study Survey #327,article-327,2023-05-25 00:00:00,193,2023-02-25 00:00:00,2023-06-05 00:00:00,428
328,55,2,published,Trends Study Insights Review #328,article-328,2023-06-08 00:00:00,196,2023-04-28 00:00:00,2023-07-04 00:00:00,429
329,19,6,published,Learning Insights How-To Insights #329,article-329,2023-04-27 00:00:00,196,2023-04-21 00:00:00,2023-04-28 00:00:00,431
330,7,8,draft,Study Learning Review Study #330,article-330,,201,2023-02-05 00:00:00,2023-04-06 00:00:00,432
331,45,3,published,Analysis Insights Insights Learning #331,article-331,2023-04-16 00:00:00,193,2023-03-01 00:00:00,2023-04-24 00:00:00,435
332,6,6,published,Update Deep Survey Update #332,article-332,2023-07-28 00:00:00,212,2023-06-29 00:00:00,2023-08-10 00:00:00,436
333,42,2,published,Deep Review Learning Guide #333,article-333,2023-03-03 00:00:00,201,2022-12-06 00:00:00,2023-03-17 00:00:00,437
334,1,1,published,How-To Study Trends Learning #334,article-334,2023-03-14 00:00:00,190,2023-03-05 00:00:00,2023-03-21 00:00:00,438
335,25,2,published,Learning Analysis Insights Learning #335,article-335,2023-03-06 00:00:00,189,2023-02-17 00:00:00,2023-03-26 00:00:00,439
336,44,3,draft,Survey Survey Learning Analysis #336,article-336,,213,2023-02-07 00:00:00,2023-03-26 00:00:00,440
337,48,3,archived,Survey Trends Guide Insights #337,article-337,,195,2023-09-02 00:00:00,2023-10-13 00:00:00,441
338,8,10,published,Analysis Trends How-To Guide #338,article-338,2023-07-06 00:00:00,191,2023-04-15 00:00:00,2023-07-08 00:00:00,442
339,16,9,published,Update Analysis Study Deep #339,article-339,2023-05-08 00:00:00,174,2023-02-13 00:00:00,2023-06-05 00:00:00,443
340,20,4,published,Review How-To Analysis Deep #340,article-340,2023-03-12 00:00:00,182,2023-02-10 00:00:00,2023-03-27 00:00:00,444
341,25,2,published,Update Deep Insights Deep #341,article-341,2023-05-11 00:00:00,201,2023-03-26 00:00:00,2023-06-09 00:00:00,446
342,21,3,published,Insights Trends Survey Learning #342,article-342,2023-05-07 00:00:00,186,2023-03-08 00:00:00,2023-06-06 00:00:00,447
343,50,2,draft,Deep Guide Deep Deep #343,article-343,,189,2023-01-30 00:00:00,2023-04-06 00:00:00,449
344,19,9,published,Trends Trends Update Review #344,article-344,2023-04-30 00:00:00,204,2023-04-11 00:00:00,2023-05-08 00:00:00,451
345,6,5,draft,Study Study Learning Analysis #345,article-345,,215,2023-02-08 00:00:00,2023-05-14 00:00:00,452
346,49,2,published,Trends Study Guide Guide #346,article-346,2023-06-09 00:00:00,209,2023-04-15 00:00:00,2023-06-12 00:00:00,454
347,30,10,published,Analysis How-To How-To Learning #347,article-347,2023-06-15 00:00:00,206,2023-03-17 00:00:00,2023-06-19 00:00:00,456
348,45,1,draft,Study Review How-To Update #348,article-348,,186,2023-02-13 00:00:00,2023-03-17 00:00:00,457
349,9,5,published,Learning Insights Analysis Trends #349,article-349,2023-04-20 00:00:00,178,2023-02-12 00:00:00,2023-04-22 00:00:00,458
350,17,10,published,Review Review Deep Insights #350,article-350,2023-06-12 00:00:00,198,2023-05-22 00:00:00,2023-06-23 00:00:00,459
351,11,5,published,Insights Update Learning How-To #351,article-351,2023-05-14 00:00:00,196,2023-05-14 00:00:00,2023-05-15 00:00:00,460
352,55,1,published,Review Trends Learning Study #352,article-352,2023-09-20 00:00:00,198,2023-09-16 00:00:00,2023-10-07 00:00:00,461
353,52,7,published,Guide Study Analysis Insights #353,article-353,2023-06-22 00:00:00,212,2023-04-10 00:00:00,2023-07-03 00:00:00,462
354,8,9,published,Deep Guide Review Deep #354,article-354,2023-03-20 00:00:00,205,2023-01-28 00:00:00,2023-03-22 00:00:00,463
355,57,8,published,How-To Analysis Deep Review #355,article-355,2023-03-09 00:00:00,202,2023-01-21 00:00:00,2023-03-15 00:00:00,465
356,19,10,published,How-To Guide Trends Study #356,article-356,2023-06-17 00:00:00,220,2023-05-23 00:00:00,2023-07-10 00:00:00,466
357,58,9,published,Guide Deep Trends Guide #357,article-357,2023-03-04 00:00:00,199,2023-01-19 00:00:00,2023-03-24 00:00:00,467
358,54,1,archived,Deep Update Insights Update #358,article-358,,216,2023-05-20 00:00:00,2023-06-08 00:00:00,468
359,34,4,published,Study Study Learning Analysis #359,article-359,2023-12-21 00:00:00,199,2023-12-16 00:00:00,2024-01-19 00:00:00,469
